# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230574.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230574.1.all.q/P_sub_2/counts.txt" "/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam
Tb11.v5.0495	Tb927_11_bin_v5.1	2019894	2020943	-	1050	349
Tb11.v5.0496	Tb927_11_bin_v5.1	2024380	2025459	+	1080	744
Tb11.v5.0497	Tb927_11_bin_v5.1	2027963	2030083	-	2121	499
Tb11.v5.0498	Tb927_11_bin_v5.1	2061956	2064082	-	2127	1872
Tb11.v5.0499	Tb927_11_bin_v5.1	2069227	2069871	+	645	702
Tb11.v5.0500	Tb927_11_bin_v5.1	2070421	2071671	-	1251	1467
Tb11.v5.0501	Tb927_11_bin_v5.1	2072629	2073399	+	771	11143
Tb11.v5.0502	Tb927_11_bin_v5.1	2073657	2075123	+	1467	425
Tb11.v5.0504	Tb927_11_bin_v5.1	2084192	2086735	+	2544	801
Tb11.v5.0505	Tb927_11_bin_v5.1	2091994	2093463	-	1470	335
Tb11.v5.0506	Tb927_11_bin_v5.1	2093468	2095915	-	2448	259
Tb11.v5.0507	Tb927_11_bin_v5.1	2098019	2099464	+	1446	3315
Tb11.v5.0508	Tb927_11_bin_v5.1	2104115	2104786	+	672	817
Tb11.v5.0509	Tb927_11_bin_v5.1	2106685	2107941	+	1257	247
Tb11.v5.0510	Tb927_11_bin_v5.1	2115856	2117103	-	1248	12
Tb11.v5.0511	Tb927_11_bin_v5.1	2118143	2119606	-	1464	14
Tb11.v5.0512	Tb927_11_bin_v5.1	2123701	2125125	-	1425	1372
Tb11.v5.0513	Tb927_11_bin_v5.1	2129720	2131120	-	1401	24
Tb11.v5.0514	Tb927_11_bin_v5.1	2137480	2138664	-	1185	1315
Tb11.v5.0515	Tb927_11_bin_v5.1	2142959	2145226	-	2268	580
Tb11.v5.0516	Tb927_11_bin_v5.1	2148912	2149907	+	996	1187
Tb11.v5.0517	Tb927_11_bin_v5.1	2155678	2157240	+	1563	1283
Tb11.v5.0518	Tb927_11_bin_v5.1	2161053	2161844	+	792	0
Tb11.v5.0519	Tb927_11_bin_v5.1	2178503	2179912	-	1410	1846
Tb11.v5.0520	Tb927_11_bin_v5.1	2180235	2181710	-	1476	1758
Tb11.v5.0522	Tb927_11_bin_v5.1	2190669	2192735	-	2067	1396
Tb11.v5.0523	Tb927_11_bin_v5.1	2205459	2206601	-	1143	746
Tb11.v5.0524	Tb927_11_bin_v5.1	2206988	2208661	-	1674	1361
Tb11.v5.0525	Tb927_11_bin_v5.1	2226678	2227961	-	1284	709
Tb11.v5.0526	Tb927_11_bin_v5.1	2232665	2234383	-	1719	130
Tb11.1480b	Tb927_11_bin_v5.1	2237350	2238846	-	1497	0
Tb11.v5.0527	Tb927_11_bin_v5.1	2248546	2249706	-	1161	1840
Tb11.v5.0528	Tb927_11_bin_v5.1	2252495	2254360	-	1866	1101
Tb11.v5.0529	Tb927_11_bin_v5.1	2258402	2259565	-	1164	501
Tb11.v5.0530	Tb927_11_bin_v5.1	2262790	2264451	-	1662	1704
Tb11.v5.0531	Tb927_11_bin_v5.1	2278908	2280026	+	1119	1735
Tb11.v5.0532	Tb927_11_bin_v5.1	2292537	2293943	+	1407	549
Tb11.v5.0533	Tb927_11_bin_v5.1	2299801	2300772	-	972	1123
Tb11.v5.0534	Tb927_11_bin_v5.1	2306994	2308841	+	1848	193
Tb11.v5.0535	Tb927_11_bin_v5.1	2316460	2317884	-	1425	1299
Tb11.v5.0536	Tb927_11_bin_v5.1	2322458	2324113	-	1656	589
Tb11.v5.0537	Tb927_11_bin_v5.1	2333410	2335281	+	1872	306
Tb11.v5.0538	Tb927_11_bin_v5.1	2347096	2348898	-	1803	2610
Tb11.v5.0539	Tb927_11_bin_v5.1	2352623	2354023	-	1401	1167
Tb11.v5.0540	Tb927_11_bin_v5.1	2354708	2356180	-	1473	545
Tb11.v5.0541	Tb927_11_bin_v5.1	2357186	2357833	-	648	221
Tb11.v5.0542	Tb927_11_bin_v5.1	2360680	2361579	+	900	175
Tb11.v5.0543	Tb927_11_bin_v5.1	2366174	2368288	+	2115	6948
Tb11.v5.0544	Tb927_11_bin_v5.1	2372586	2374541	+	1956	1753
Tb11.v5.0546	Tb927_11_bin_v5.1	2389955	2393488	-	3534	512
Tb11.v5.0547	Tb927_11_bin_v5.1	2394866	2395816	+	951	607
Tb11.v5.0550	Tb927_11_bin_v5.1	2415566	2418130	-	2565	2004
Tb11.v5.0551	Tb927_11_bin_v5.1	2421871	2425179	+	3309	966
Tb11.v5.0552	Tb927_11_bin_v5.1	2439888	2441456	-	1569	88
Tb11.v5.0553	Tb927_11_bin_v5.1	2461150	2462760	+	1611	913
Tb11.v5.0555	Tb927_11_bin_v5.1	2478283	2481645	+	3363	1452
Tb11.v5.0556	Tb927_11_bin_v5.1	2487175	2488257	-	1083	311
Tb11.v4.0039b	Tb927_11_bin_v5.1	2518778	2519785	-	1008	0
Tb11.v5.0558	Tb927_11_bin_v5.1	2530166	2531548	-	1383	364
Tb11.v5.0559	Tb927_11_bin_v5.1	2532383	2533447	-	1065	609
Tb11.v5.0560	Tb927_11_bin_v5.1	2537274	2538788	+	1515	390
Tb11.v5.0561	Tb927_11_bin_v5.1	2545988	2547199	+	1212	735
Tb11.v5.0562	Tb927_11_bin_v5.1	2551210	2553816	+	2607	1828
Tb11.v5.0563	Tb927_11_bin_v5.1	2554249	2557068	+	2820	1531
Tb11.v5.0564	Tb927_11_bin_v5.1	2557932	2559470	+	1539	635
Tb11.v5.0565	Tb927_11_bin_v5.1	2560811	2562430	+	1620	1120
Tb11.v5.0566	Tb927_11_bin_v5.1	2564408	2565694	-	1287	2561
Tb11.v5.0567	Tb927_11_bin_v5.1	2572245	2574083	-	1839	1078
Tb11.v5.0568	Tb927_11_bin_v5.1	2577707	2578810	+	1104	516
Tb11.v5.0569	Tb927_11_bin_v5.1	2588801	2590177	+	1377	2589
Tb11.v5.0570	Tb927_11_bin_v5.1	2595577	2596881	-	1305	1978
Tb11.v5.0571	Tb927_11_bin_v5.1	2599366	2600223	-	858	0
Tb11.v5.0572	Tb927_11_bin_v5.1	2610808	2612268	-	1461	410
Tb11.v5.0573	Tb927_11_bin_v5.1	2612605	2613582	-	978	130
Tb11.v5.0574	Tb927_11_bin_v5.1	2616298	2617530	-	1233	450
Tb11.v5.0575	Tb927_11_bin_v5.1	2619902	2621212	+	1311	1343
Tb11.v5.0576	Tb927_11_bin_v5.1	2624759	2626786	+	2028	595
Tb11.v5.0577	Tb927_11_bin_v5.1	2631586	2632725	-	1140	327
Tb11.v5.0578	Tb927_11_bin_v5.1	2642629	2644098	-	1470	886
Tb11.v5.0579	Tb927_11_bin_v5.1	2650592	2652418	-	1827	1303
Tb11.v5.0580	Tb927_11_bin_v5.1	2657818	2659083	-	1266	1533
Tb11.v5.0581	Tb927_11_bin_v5.1	2673208	2676666	-	3459	548
Tb11.v5.0582	Tb927_11_bin_v5.1	2680943	2682247	-	1305	794
Tb11.v5.0583	Tb927_11_bin_v5.1	2689797	2692889	-	3093	102
Tb11.v5.0584	Tb927_11_bin_v5.1	2694518	2696359	-	1842	267
Tb11.v5.0585	Tb927_11_bin_v5.1	2709249	2710901	-	1653	826
Tb11.v5.0586	Tb927_11_bin_v5.1	2715899	2717353	+	1455	1121
Tb11.v5.0587	Tb927_11_bin_v5.1	2718924	2720423	+	1500	623
Tb11.v5.0588	Tb927_11_bin_v5.1	2726003	2727478	+	1476	1088
Tb11.v5.0589	Tb927_11_bin_v5.1	2729134	2730447	+	1314	1545
Tb11.v5.0590	Tb927_11_bin_v5.1	2741854	2743143	+	1290	1937
Tb11.v5.0591	Tb927_11_bin_v5.1	2748768	2749796	+	1029	160
Tb11.v5.0592	Tb927_11_bin_v5.1	2750562	2751752	+	1191	0
Tb11.v5.0593	Tb927_11_bin_v5.1	2767560	2769311	-	1752	1568
Tb11.v5.0594	Tb927_11_bin_v5.1	2789263	2791071	-	1809	6733
Tb11.v5.0595	Tb927_11_bin_v5.1	2793192	2794424	-	1233	0
Tb11.v5.0596	Tb927_11_bin_v5.1	2808080	2809492	-	1413	2266
Tb11.v5.0597	Tb927_11_bin_v5.1	2813392	2815308	-	1917	1855
Tb11.v5.0598	Tb927_11_bin_v5.1	2816713	2818248	-	1536	2244
Tb11.v5.0599	Tb927_11_bin_v5.1	2821035	2822564	+	1530	13
Tb11.v5.0600	Tb927_11_bin_v5.1	2828665	2830089	-	1425	1378
Tb11.v5.0601	Tb927_11_bin_v5.1	2831804	2833567	+	1764	3823
Tb11.v5.0602	Tb927_11_bin_v5.1	2835148	2836974	+	1827	1403
Tb11.v5.0603	Tb927_11_bin_v5.1	2840960	2842966	-	2007	56
Tb11.v5.0604	Tb927_11_bin_v5.1	2853212	2856124	-	2913	816
Tb11.v5.0605	Tb927_11_bin_v5.1	2862508	2863884	-	1377	1326
Tb11.v5.0606	Tb927_11_bin_v5.1	2865154	2866242	-	1089	323
Tb11.v5.0607	Tb927_11_bin_v5.1	2866807	2868417	-	1611	2
Tb11.v5.0608	Tb927_11_bin_v5.1	2877559	2879190	-	1632	568
Tb11.v5.0609	Tb927_11_bin_v5.1	2879306	2880502	-	1197	225
Tb11.v5.0610	Tb927_11_bin_v5.1	2880989	2882434	+	1446	0
Tb11.v5.0611	Tb927_11_bin_v5.1	2885121	2886542	+	1422	1072
Tb11.v5.0612	Tb927_11_bin_v5.1	2892965	2894296	+	1332	986
Tb11.v5.0613	Tb927_11_bin_v5.1	2904798	2906672	+	1875	474
Tb11.v5.0614	Tb927_11_bin_v5.1	2910583	2913507	-	2925	164
Tb11.v5.0615	Tb927_11_bin_v5.1	2916636	2918669	-	2034	168
Tb11.v5.0616	Tb927_11_bin_v5.1	2923111	2925147	-	2037	697
Tb11.v5.0617	Tb927_11_bin_v5.1	2943052	2944593	-	1542	111
Tb11.v5.0618	Tb927_11_bin_v5.1	2951893	2953875	-	1983	786
Tb11.v5.0619	Tb927_11_bin_v5.1	2970555	2972831	-	2277	1899
Tb11.v5.0620	Tb927_11_bin_v5.1	2972839	2974506	-	1668	916
Tb11.v5.0621	Tb927_11_bin_v5.1	2979022	2981115	-	2094	1625
Tb11.v5.0622	Tb927_11_bin_v5.1	2988446	2990308	-	1863	59
Tb11.v5.0623	Tb927_11_bin_v5.1	2992726	2993784	-	1059	1152
Tb11.v5.0624	Tb927_11_bin_v5.1	3001423	3003057	-	1635	4611
Tb11.v5.0625	Tb927_11_bin_v5.1	3013044	3014132	+	1089	998
Tb11.v5.0626	Tb927_11_bin_v5.1	3017415	3018578	+	1164	417
Tb11.v5.0627	Tb927_11_bin_v5.1	3039217	3041166	-	1950	1099
Tb11.v5.0628	Tb927_11_bin_v5.1	3048632	3050446	+	1815	230
Tb11.v5.0629	Tb927_11_bin_v5.1	3056974	3058350	+	1377	901
Tb11.v5.0630	Tb927_11_bin_v5.1	3058975	3060651	+	1677	403
Tb11.v5.0631	Tb927_11_bin_v5.1	3062750	3064579	+	1830	1270
Tb11.v5.0632	Tb927_11_bin_v5.1	3068817	3069797	+	981	645
Tb11.v5.0633	Tb927_11_bin_v5.1	3084887	3087658	+	2772	382
Tb11.v5.0634	Tb927_11_bin_v5.1	3093378	3094352	+	975	628
Tb11.v5.0635	Tb927_11_bin_v5.1	3094868	3095983	+	1116	1263
Tb11.v5.0636	Tb927_11_bin_v5.1	3099076	3101538	+	2463	1190
Tb11.v5.0637	Tb927_11_bin_v5.1	3104792	3105820	-	1029	1233
Tb11.v5.0638	Tb927_11_bin_v5.1	3113761	3115152	+	1392	957
Tb11.v5.0639	Tb927_11_bin_v5.1	3119672	3121123	-	1452	1309
Tb11.v5.0640	Tb927_11_bin_v5.1	3126970	3128187	-	1218	334
Tb11.v5.0641	Tb927_11_bin_v5.1	3135346	3136572	-	1227	803
Tb11.v5.0642	Tb927_11_bin_v5.1	3136962	3138269	-	1308	905
Tb11.v5.0643	Tb927_11_bin_v5.1	3138587	3139996	-	1410	753
Tb11.v5.0644	Tb927_11_bin_v5.1	3150569	3151606	+	1038	705
Tb11.v5.0645	Tb927_11_bin_v5.1	3152822	3154198	-	1377	0
Tb11.v5.0646	Tb927_11_bin_v5.1	3161524	3162963	+	1440	582
Tb11.v5.0647	Tb927_11_bin_v5.1	3178044	3180185	+	2142	2490
Tb11.v5.0648	Tb927_11_bin_v5.1	3180247	3182418	+	2172	848
Tb11.v5.0649	Tb927_11_bin_v5.1	3183338	3184873	+	1536	179
Tb11.v5.0650	Tb927_11_bin_v5.1	3189523	3190812	+	1290	3401
Tb11.v5.0651	Tb927_11_bin_v5.1	3203349	3205319	+	1971	1739
Tb11.v5.0652	Tb927_11_bin_v5.1	3208926	3210860	-	1935	1246
Tb11.v5.0653	Tb927_11_bin_v5.1	3216341	3217876	-	1536	903
Tb11.v5.0654	Tb927_11_bin_v5.1	3221830	3223713	-	1884	287
Tb11.v5.0655	Tb927_11_bin_v5.1	3237077	3238360	-	1284	4485
Tb11.v5.0656	Tb927_11_bin_v5.1	3246661	3247776	-	1116	59
Tb11.v5.0657	Tb927_11_bin_v5.1	3247895	3249490	-	1596	209
Tb11.v5.0658	Tb927_11_bin_v5.1	3275609	3276388	+	780	0
Tb11.v5.0659	Tb927_11_bin_v5.1	3279648	3280973	+	1326	1620
Tb11.v5.0660	Tb927_11_bin_v5.1	3282958	3284820	+	1863	620
Tb11.v5.0661	Tb927_11_bin_v5.1	3287808	3288320	+	513	32
Tb11.v5.0662	Tb927_11_bin_v5.1	3299619	3300734	+	1116	0
Tb11.v5.0663	Tb927_11_bin_v5.1	3307170	3308846	-	1677	988
Tb11.v5.0664	Tb927_11_bin_v5.1	3313308	3314906	-	1599	815
Tb11.v5.0665	Tb927_11_bin_v5.1	3315564	3316670	-	1107	260
Tb11.v5.0666	Tb927_11_bin_v5.1	3322484	3323581	+	1098	938
Tb11.v5.0667	Tb927_11_bin_v5.1	3324104	3325105	+	1002	502
Tb11.v5.0668	Tb927_11_bin_v5.1	3328204	3329697	+	1494	2414
Tb11.v5.0669	Tb927_11_bin_v5.1	3333938	3334510	+	573	701
Tb11.v5.0670	Tb927_11_bin_v5.1	3336238	3337128	+	891	7504
Tb11.v5.0671	Tb927_11_bin_v5.1	3341679	3342692	+	1014	983
Tb11.v5.0672	Tb927_11_bin_v5.1	3349615	3351678	-	2064	964
Tb11.v5.0673	Tb927_11_bin_v5.1	3354117	3355379	-	1263	130
Tb11.v5.0674	Tb927_11_bin_v5.1	3364834	3366516	+	1683	1005
Tb11.v5.0675	Tb927_11_bin_v5.1	3371950	3372945	+	996	203
Tb11.v5.0676	Tb927_11_bin_v5.1	3383415	3384341	+	927	13
Tb11.v5.0677	Tb927_11_bin_v5.1	3384544	3385650	+	1107	15
Tb11.v5.0678	Tb927_11_bin_v5.1	3394016	3395683	+	1668	282
Tb11.v5.0679	Tb927_11_bin_v5.1	3402268	3403524	+	1257	665
Tb11.v5.0680	Tb927_11_bin_v5.1	3404219	3406522	-	2304	1896
Tb11.v5.0681	Tb927_11_bin_v5.1	3414890	3416257	-	1368	2796
Tb11.v5.0682	Tb927_11_bin_v5.1	3417410	3418810	-	1401	55
Tb11.v5.0683	Tb927_11_bin_v5.1	3427953	3430109	+	2157	589
Tb11.v5.0684	Tb927_11_bin_v5.1	3435910	3437058	-	1149	819
Tb11.v5.0685	Tb927_11_bin_v5.1	3441537	3442571	+	1035	772
Tb11.v5.0686	Tb927_11_bin_v5.1	3446838	3447959	+	1122	1017
Tb11.v5.0687	Tb927_11_bin_v5.1	3453880	3455610	+	1731	1764
Tb11.v5.0688	Tb927_11_bin_v5.1	3456409	3458883	-	2475	449
Tb11.v5.0689	Tb927_11_bin_v5.1	3465921	3467162	+	1242	240
Tb11.v5.0690	Tb927_11_bin_v5.1	3469419	3470624	+	1206	327
Tb11.v5.0691	Tb927_11_bin_v5.1	3477103	3478161	-	1059	1122
Tb11.v5.0692	Tb927_11_bin_v5.1	3478430	3479968	-	1539	1513
Tb11.v5.0693	Tb927_11_bin_v5.1	3486649	3487380	+	732	42
Tb11.v5.0694	Tb927_11_bin_v5.1	3497511	3499400	-	1890	1128
Tb11.v5.0695	Tb927_11_bin_v5.1	3503831	3505060	-	1230	0
Tb11.v5.0696	Tb927_11_bin_v5.1	3506456	3507961	+	1506	721
Tb11.v5.0697	Tb927_11_bin_v5.1	3508618	3510450	+	1833	1073
Tb11.v5.0698	Tb927_11_bin_v5.1	3523044	3524450	-	1407	25
Tb11.v5.0699	Tb927_11_bin_v5.1	3528980	3530023	+	1044	13
Tb11.v5.0700	Tb927_11_bin_v5.1	3536616	3537755	+	1140	1114
Tb11.v5.0701	Tb927_11_bin_v5.1	3544900	3546183	+	1284	403
Tb11.v5.0702	Tb927_11_bin_v5.1	3556319	3558511	-	2193	7
Tb11.v5.0703	Tb927_11_bin_v5.1	3569640	3570686	-	1047	795
Tb11.v5.0704	Tb927_11_bin_v5.1	3576664	3577644	-	981	0
Tb11.v5.0705	Tb927_11_bin_v5.1	3579310	3580893	-	1584	781
Tb11.v5.0706	Tb927_11_bin_v5.1	3590140	3591192	-	1053	765
Tb11.v5.0707	Tb927_11_bin_v5.1	3597231	3598247	+	1017	1596
Tb11.v5.0708	Tb927_11_bin_v5.1	3607598	3608290	+	693	1
Tb11.v5.0709	Tb927_11_bin_v5.1	3610894	3612072	+	1179	0
Tb11.v5.0710	Tb927_11_bin_v5.1	3612326	3614020	-	1695	87
Tb11.v5.0711	Tb927_11_bin_v5.1	3614446	3615783	-	1338	40
Tb11.v5.0712	Tb927_11_bin_v5.1	3621753	3624206	-	2454	536
Tb11.v5.0713	Tb927_11_bin_v5.1	3629729	3631795	+	2067	14671
Tb11.v5.0714	Tb927_11_bin_v5.1	3633360	3634088	+	729	79
Tb11.v5.0715	Tb927_11_bin_v5.1	3644293	3644793	-	501	148
Tb11.v5.0716	Tb927_11_bin_v5.1	3645179	3646426	-	1248	1188
Tb11.v5.0717	Tb927_11_bin_v5.1	3657920	3659077	+	1158	290
Tb11.v5.0718	Tb927_11_bin_v5.1	3660115	3661173	+	1059	358
Tb11.v5.0719	Tb927_11_bin_v5.1	3661599	3663371	+	1773	499
Tb11.v5.0720	Tb927_11_bin_v5.1	3671538	3673676	+	2139	573
Tb11.v5.0721	Tb927_11_bin_v5.1	3674430	3676448	+	2019	1836
Tb11.v5.0722	Tb927_11_bin_v5.1	3685282	3686298	+	1017	29
Tb11.v5.0723	Tb927_11_bin_v5.1	3693803	3696076	+	2274	182
Tb11.v5.0724	Tb927_11_bin_v5.1	3708379	3710385	-	2007	511
Tb11.v5.0725	Tb927_11_bin_v5.1	3713353	3715407	-	2055	1748
Tb11.v5.0726	Tb927_11_bin_v5.1	3725893	3727977	-	2085	641
Tb11.v5.0727	Tb927_11_bin_v5.1	3730164	3732356	-	2193	869
Tb11.v5.0728	Tb927_11_bin_v5.1	3740107	3741090	-	984	1
Tb11.v5.0729	Tb927_11_bin_v5.1	3741173	3742045	-	873	0
Tb11.v5.0730	Tb927_11_bin_v5.1	3744697	3745590	-	894	14
Tb11.v5.0731	Tb927_11_bin_v5.1	3748160	3749452	-	1293	419
Tb11.v5.0732	Tb927_11_bin_v5.1	3757988	3759238	-	1251	949
Tb11.v5.0733	Tb927_11_bin_v5.1	3787970	3790450	-	2481	19
Tb11.v5.0734	Tb927_11_bin_v5.1	3790708	3792981	-	2274	450
Tb11.v5.0735	Tb927_11_bin_v5.1	3801079	3802506	+	1428	955
Tb11.v5.0736	Tb927_11_bin_v5.1	3803475	3804935	+	1461	1091
Tb11.v5.0737	Tb927_11_bin_v5.1	3805042	3805929	+	888	423
Tb11.v5.0738	Tb927_11_bin_v5.1	3806087	3807124	+	1038	668
Tb11.v5.0739	Tb927_11_bin_v5.1	3809676	3811964	-	2289	117
Tb11.v5.0740	Tb927_11_bin_v5.1	3813317	3814423	-	1107	701
Tb11.v5.0741	Tb927_11_bin_v5.1	3822796	3823656	+	861	1418
Tb11.v5.0742	Tb927_11_bin_v5.1	3826948	3827796	+	849	1501
Tb11.v5.0743	Tb927_11_bin_v5.1	3828106	3828651	+	546	278
Tb11.v5.0744	Tb927_11_bin_v5.1	3833431	3834543	+	1113	58
Tb11.v5.0745	Tb927_11_bin_v5.1	3838219	3839319	+	1101	1488
Tb11.v5.0746	Tb927_11_bin_v5.1	3848492	3849496	+	1005	1630
Tb11.v5.0747	Tb927_11_bin_v5.1	3852222	3853643	+	1422	0
Tb11.v5.0748	Tb927_11_bin_v5.1	3859418	3860827	+	1410	638
Tb11.v5.0749	Tb927_11_bin_v5.1	3864052	3865158	-	1107	687
Tb11.v5.0750	Tb927_11_bin_v5.1	3865457	3867217	-	1761	275
Tb11.v5.0751	Tb927_11_bin_v5.1	3867324	3868640	-	1317	72
Tb11.v5.0752	Tb927_11_bin_v5.1	3880631	3881350	+	720	0
Tb11.v5.0753	Tb927_11_bin_v5.1	3883057	3885183	-	2127	282
Tb11.v5.0754	Tb927_11_bin_v5.1	3897343	3898488	-	1146	0
Tb11.v5.0755	Tb927_11_bin_v5.1	3931902	3932384	+	483	0
Tb11.v5.0756	Tb927_11_bin_v5.1	3944553	3945188	-	636	35
Tb11.v5.0757	Tb927_11_bin_v5.1	3953816	3954589	-	774	1099
Tb11.v5.0758	Tb927_11_bin_v5.1	3959461	3960570	-	1110	785
Tb11.v5.0759	Tb927_11_bin_v5.1	3971004	3971867	+	864	0
Tb11.v5.0760	Tb927_11_bin_v5.1	3973907	3975565	+	1659	1962
Tb11.v5.0761	Tb927_11_bin_v5.1	3976691	3977386	+	696	810
Tb11.v5.0762	Tb927_11_bin_v5.1	3986982	3989414	+	2433	19
Tb11.v5.0763	Tb927_11_bin_v5.1	3989419	3991116	+	1698	251
Tb11.v5.0764	Tb927_11_bin_v5.1	3993789	3995621	-	1833	340
Tb11.v5.0765	Tb927_11_bin_v5.1	3996279	3997565	+	1287	1210
Tb11.v5.0766	Tb927_11_bin_v5.1	4000921	4002084	+	1164	246
Tb11.v5.0767	Tb927_11_bin_v5.1	4007746	4009257	+	1512	109
Tb11.v5.0768	Tb927_11_bin_v5.1	4011150	4012043	+	894	1407
Tb11.v5.0769	Tb927_11_bin_v5.1	4012914	4013126	+	213	1
Tb11.v5.0770	Tb927_11_bin_v5.1	4017487	4017771	+	285	258
Tb11.v5.0771	Tb927_11_bin_v5.1	4018693	4018989	+	297	586
Tb11.v5.0772	Tb927_11_bin_v5.1	4021674	4022420	+	747	0
Tb11.v5.0773	Tb927_11_bin_v5.1	4024301	4025560	+	1260	269
Tb11.v5.0774	Tb927_11_bin_v5.1	4026065	4026658	+	594	834
Tb11.v5.0775	Tb927_11_bin_v5.1	4027498	4028322	+	825	919
Tb11.v5.0776	Tb927_11_bin_v5.1;Tb927_11_bin_v5.1	4031548;4031996	4031982;4032886	+;+	1326	0
Tb11.v5.0777	Tb927_11_bin_v5.1	4035260	4036108	+	849	255
Tb11.v5.0778	Tb927_11_bin_v5.1	4039655	4040953	+	1299	1379
Tb11.v5.0779	Tb927_11_bin_v5.1	4046619	4048643	+	2025	422
Tb11.v5.0780	Tb927_11_bin_v5.1	4057978	4058637	+	660	33
Tb11.v5.0781	Tb927_11_bin_v5.1	4063363	4064721	+	1359	591
Tb11.v5.0782	Tb927_11_bin_v5.1	4067068	4069242	+	2175	733
Tb11.v5.0783	Tb927_11_bin_v5.1	4076194	4076709	+	516	980
Tb11.v5.0784	Tb927_11_bin_v5.1	4089395	4090249	-	855	177
Tb11.v5.0785	Tb927_11_bin_v5.1	4108888	4109268	+	381	0
Tb11.v5.0786	Tb927_11_bin_v5.1	4110623	4111807	+	1185	1
Tb11.v5.0787	Tb927_11_bin_v5.1	4112081	4113187	+	1107	153
Tb11.v5.0788	Tb927_11_bin_v5.1	4114178	4115071	+	894	21
Tb11.v5.0789	Tb927_11_bin_v5.1	4115206	4116405	+	1200	22
Tb11.v5.0790	Tb927_11_bin_v5.1	4117309	4118379	-	1071	576
Tb11.v5.0791	Tb927_11_bin_v5.1	4118414	4120312	-	1899	1130
Tb11.v5.0792	Tb927_11_bin_v5.1	4127453	4129873	-	2421	620
Tb11.v5.0793	Tb927_11_bin_v5.1	4139262	4141097	+	1836	142
Tb11.v5.0794	Tb927_11_bin_v5.1	4143423	4144205	+	783	960
Tb11.v5.0795	Tb927_11_bin_v5.1	4145942	4146463	+	522	0
Tb11.v5.0796	Tb927_11_bin_v5.1	4148491	4149342	+	852	498
Tb11.v5.0797	Tb927_11_bin_v5.1	4152401	4153252	+	852	783
Tb11.v5.0798	Tb927_11_bin_v5.1	4153621	4154277	+	657	1300
Tb11.v5.0799	Tb927_11_bin_v5.1	4155616	4155900	+	285	1045
Tb11.v5.0800	Tb927_11_bin_v5.1	4162631	4163212	+	582	395
Tb11.v5.0801	Tb927_11_bin_v5.1	4163722	4163997	+	276	66
Tb11.v5.0802	Tb927_11_bin_v5.1	4174402	4175370	+	969	323
Tb11.v5.0803	Tb927_11_bin_v5.1	4178046	4178837	+	792	159
Tb11.v5.0804	Tb927_11_bin_v5.1	4182426	4182698	+	273	0
Tb11.v5.0805	Tb927_11_bin_v5.1	4185169	4186278	+	1110	524
Tb11.v5.0806	Tb927_11_bin_v5.1	4199158	4200693	+	1536	1126
Tb11.v5.0807	Tb927_11_bin_v5.1	4205482	4207182	+	1701	627
Tb11.v5.0808	Tb927_11_bin_v5.1	4207229	4209211	-	1983	96
Tb11.v5.0809	Tb927_11_bin_v5.1	4216577	4217539	-	963	1519
Tb11.v5.0810	Tb927_11_bin_v5.1	4218629	4220044	-	1416	1864
Tb11.v5.0811	Tb927_11_bin_v5.1	4224318	4226768	-	2451	1090
Tb11.v5.0812	Tb927_11_bin_v5.1	4227005	4228027	+	1023	650
Tb11.v5.0813	Tb927_11_bin_v5.1	4237856	4238437	+	582	40
Tb11.v5.0814	Tb927_11_bin_v5.1	4238508	4239743	+	1236	24
Tb11.v5.0815	Tb927_11_bin_v5.1	4241130	4242167	-	1038	58
Tb11.v5.0816	Tb927_11_bin_v5.1	4256979	4258226	-	1248	872
Tb11.v5.0817	Tb927_11_bin_v5.1	4261805	4263586	-	1782	198
Tb11.v5.0818	Tb927_11_bin_v5.1	4273222	4274352	-	1131	1761
Tb11.v5.0819	Tb927_11_bin_v5.1	4276428	4277207	-	780	369
Tb11.v5.0820	Tb927_11_bin_v5.1	4290470	4291498	-	1029	682
Tb11.v5.0821	Tb927_11_bin_v5.1	4292311	4293498	-	1188	123
Tb11.v5.0822	Tb927_11_bin_v5.1	4293521	4295020	-	1500	975
Tb11.v5.0823	Tb927_11_bin_v5.1	4298774	4301551	+	2778	516
Tb11.v5.0824	Tb927_11_bin_v5.1	4306642	4307097	+	456	735
Tb11.v5.0825	Tb927_11_bin_v5.1	4307680	4308549	+	870	291
Tb11.v5.0826	Tb927_11_bin_v5.1	4315863	4317257	+	1395	273
Tb11.v5.0827	Tb927_11_bin_v5.1	4319434	4321464	-	2031	109
Tb11.v5.0828	Tb927_11_bin_v5.1	4321521	4322405	-	885	929
Tb11.v5.0829	Tb927_11_bin_v5.1	4327930	4329105	+	1176	0
Tb11.v5.0830	Tb927_11_bin_v5.1	4339005	4340768	+	1764	777
Tb11.v5.0831	Tb927_11_bin_v5.1	4343148	4344884	-	1737	2252
Tb11.v5.0832	Tb927_11_bin_v5.1	4345797	4346822	-	1026	1348
Tb11.v5.0833	Tb927_11_bin_v5.1	4349144	4351390	+	2247	154
