# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230569.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230569.1.all.q/P_pol_1/counts.txt" "/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam
Tb927.11.610	Tb927_11_v5.1	148250	149245	-	996	1434
Tb927.11.620	Tb927_11_v5.1	149509	153399	-	3891	3520
Tb927.11.630	Tb927_11_v5.1	154047	158837	-	4791	5735
Tb927.11.640	Tb927_11_v5.1	159224	160126	-	903	1168
Tb927.11.650	Tb927_11_v5.1	160390	160809	-	420	710
Tb927.11.660	Tb927_11_v5.1	161017	162570	-	1554	1936
Tb927.11.665	Tb927_11_v5.1	163063	163350	-	288	1361
Tb927.11.670	Tb927_11_v5.1	163880	165397	-	1518	1598
Tb927.11.680	Tb927_11_v5.1	165711	166190	-	480	15153
Tb927.11.690	Tb927_11_v5.1	166593	168725	-	2133	1591
Tb927.11.700	Tb927_11_v5.1	168831	169898	-	1068	837
Tb927.11.710	Tb927_11_v5.1	171039	172244	-	1206	1608
Tb927.11.715	Tb927_11_v5.1	173337	173609	-	273	2518
Tb927.11.720	Tb927_11_v5.1	174147	174941	-	795	2799
Tb927.11.730	Tb927_11_v5.1	181242	181700	+	459	18
Tb927.11.740	Tb927_11_v5.1	184546	185046	+	501	50310
Tb927.11.750	Tb927_11_v5.1	185390	188344	+	2955	6684
Tb927.11.760	Tb927_11_v5.1	188698	189924	+	1227	6644
Tb927.11.770	Tb927_11_v5.1;Tb927_11_v5.1	192600;192837	193574;193574	+;+	975	2336
Tb927.11.780	Tb927_11_v5.1	194417	196261	+	1845	607
Tb927.11.790	Tb927_11_v5.1	201276	202949	+	1674	1710
Tb927.11.800	Tb927_11_v5.1	204093	204467	+	375	5400
Tb927.11.810	Tb927_11_v5.1	205093	207483	+	2391	749
Tb927.11.820	Tb927_11_v5.1	207893	208357	+	465	207
Tb927.11.830	Tb927_11_v5.1	209190	211697	+	2508	2120
Tb927.11.840	Tb927_11_v5.1;Tb927_11_v5.1	214112;214238	216517;216517	+;+	2406	2480
Tb927.11.850	Tb927_11_v5.1	218099	218839	+	741	1803
Tb927.11.860	Tb927_11_v5.1	219292	222138	+	2847	2004
Tb927.11.870	Tb927_11_v5.1	222721	223461	+	741	1188
Tb927.11.880	Tb927_11_v5.1	224507	225040	+	534	21040
Tb927.11.890	Tb927_11_v5.1	226075	229743	+	3669	6034
Tb927.11.900	Tb927_11_v5.1	230567	231808	+	1242	4985
Tb927.11.910	Tb927_11_v5.1	233015	236677	+	3663	3182
Tb927.11.920	Tb927_11_v5.1	236993	238303	+	1311	1486
Tb927.11.930	Tb927_11_v5.1	238625	240847	+	2223	1171
Tb927.11.940	Tb927_11_v5.1	241915	243063	+	1149	1140
Tb927.11.950	Tb927_11_v5.1	243615	245030	+	1416	961
Tb927.11.960	Tb927_11_v5.1	246825	248798	+	1974	1723
Tb927.11.970	Tb927_11_v5.1	248947	249582	+	636	764
Tb927.11.980	Tb927_11_v5.1	249745	254406	+	4662	6970
Tb927.11.990	Tb927_11_v5.1	255736	257700	+	1965	911
Tb927.11.1000	Tb927_11_v5.1	258002	258427	+	426	443
Tb927.11.1010	Tb927_11_v5.1	258816	259931	+	1116	1480
Tb927.11.1020	Tb927_11_v5.1	260682	261683	+	1002	11743
Tb927.11.1030	Tb927_11_v5.1	263357	265291	+	1935	2260
Tb927.11.1040	Tb927_11_v5.1	267363	268925	+	1563	2214
Tb927.11.1050	Tb927_11_v5.1	269592	270587	+	996	1795
Tb927.11.1060	Tb927_11_v5.1	271119	272582	+	1464	1033
Tb927.11.1070	Tb927_11_v5.1	273676	275730	+	2055	1760
Tb927.11.1080	Tb927_11_v5.1	277174	278811	+	1638	2462
Tb927.11.1090	Tb927_11_v5.1	279194	296707	+	17514	477
Tb927.11.1100	Tb927_11_v5.1	296736	300026	+	3291	77
Tb927.11.1110	Tb927_11_v5.1	310409	314971	+	4563	797
Tb927.11.1130	Tb927_11_v5.1	317520	333722	+	16203	759
Tb927.11.1150	Tb927_11_v5.1	335897	336895	+	999	2005
Tb927.11.1160	Tb927_11_v5.1	338781	342104	+	3324	3125
Tb927.11.1170	Tb927_11_v5.1	342708	344864	+	2157	963
Tb927.11.1180	Tb927_11_v5.1	346462	347439	+	978	79
Tb927.11.1190	Tb927_11_v5.1	348638	349987	+	1350	183
Tb927.11.1200	Tb927_11_v5.1	350523	352367	+	1845	2732
Tb927.11.1210	Tb927_11_v5.1	352827	354518	+	1692	3270
Tb927.11.1220	Tb927_11_v5.1	354907	357249	+	2343	841
Tb927.11.1230	Tb927_11_v5.1	358626	359972	+	1347	53
Tb927.11.1240	Tb927_11_v5.1	362433	363680	+	1248	846
Tb927.11.1250	Tb927_11_v5.1	363919	366543	+	2625	3381
Tb927.11.1260	Tb927_11_v5.1	367153	370038	+	2886	2958
Tb927.11.1270	Tb927_11_v5.1	371334	371843	+	510	2879
Tb927.11.1280	Tb927_11_v5.1	373641	374450	+	810	21
Tb927.11.1290	Tb927_11_v5.1	379002	380198	+	1197	1605
Tb927.11.1300	Tb927_11_v5.1	380693	381775	+	1083	1753
Tb927.11.1310	Tb927_11_v5.1	382631	383608	+	978	2321
Tb927.11.1320	Tb927_11_v5.1	384551	385159	+	609	2258
Tb927.11.1330	Tb927_11_v5.1	385812	386147	+	336	1685
Tb927.11.1340	Tb927_11_v5.1	387361	390831	+	3471	1329
Tb927.11.1350	Tb927_11_v5.1	392609	393532	+	924	409
Tb927.11.1360	Tb927_11_v5.1	394933	396639	+	1707	1396
Tb927.11.1370	Tb927_11_v5.1	397850	398137	+	288	4607
Tb927.11.1380	Tb927_11_v5.1	399081	408077	+	8997	3251
Tb927.11.1390	Tb927_11_v5.1	409900	411297	+	1398	1689
Tb927.11.1400	Tb927_11_v5.1	412195	414732	+	2538	2524
Tb927.11.1410	Tb927_11_v5.1	415389	416639	+	1251	2339
Tb927.11.1420	Tb927_11_v5.1	417336	419918	+	2583	1497
Tb927.11.1430	Tb927_11_v5.1	422497	424755	+	2259	4849
Tb927.11.1440	Tb927_11_v5.1	425719	426225	+	507	673
Tb927.11.1450	Tb927_11_v5.1	426930	429956	+	3027	3367
Tb927.11.1460	Tb927_11_v5.1	431591	435934	+	4344	2838
Tb927.11.1470	Tb927_11_v5.1	436727	438040	+	1314	207
Tb927.11.1480	Tb927_11_v5.1	440128	443844	+	3717	2137
Tb927.11.1490	Tb927_11_v5.1	446937	447806	+	870	136
Tb927.11.1500	Tb927_11_v5.1;Tb927_11_v5.1	453791;456443	456421;458779	+;+	4968	117
Tb927.11.1510	Tb927_11_v5.1	464290	466908	+	2619	70
Tb927.11.1520	Tb927_11_v5.1	475167	476339	-	1173	321
Tb927.11.1530	Tb927_11_v5.1	476473	477636	-	1164	139
Tb927.11.1540	Tb927_11_v5.1	483186	484421	-	1236	1950
Tb927.11.1550	Tb927_11_v5.1	485198	486772	-	1575	2072
Tb927.11.1560	Tb927_11_v5.1	488038	489033	-	996	4113
Tb927.11.1570	Tb927_11_v5.1	490168	491586	-	1419	725
Tb927.11.1580	Tb927_11_v5.1	492212	495625	-	3414	162
Tb927.11.1590	Tb927_11_v5.1	496187	496888	-	702	769
Tb927.11.1600	Tb927_11_v5.1	497235	498299	-	1065	808
Tb927.11.1610	Tb927_11_v5.1	498871	501498	-	2628	1705
Tb927.11.1620	Tb927_11_v5.1	502065	502643	-	579	2357
Tb927.11.1630	Tb927_11_v5.1	503188	505683	-	2496	2137
Tb927.11.1640	Tb927_11_v5.1	506342	507481	-	1140	1358
Tb927.11.1650	Tb927_11_v5.1	508260	508667	-	408	1182
Tb927.11.1660	Tb927_11_v5.1	509355	511343	-	1989	3363
Tb927.11.1670	Tb927_11_v5.1	512470	513783	-	1314	1270
Tb927.11.1680	Tb927_11_v5.1	514347	517013	-	2667	1886
Tb927.11.1690	Tb927_11_v5.1;Tb927_11_v5.1	517376;517376	517699;517927	-;-	552	1023
Tb927.11.1700	Tb927_11_v5.1	518497	520209	-	1713	2405
Tb927.11.1710	Tb927_11_v5.1	520974	521594	-	621	8923
Tb927.11.1720	Tb927_11_v5.1	522584	523228	-	645	1875
Tb927.11.1730	Tb927_11_v5.1	524597	525469	-	873	1491
Tb927.11.1740	Tb927_11_v5.1	526696	529098	-	2403	4209
Tb927.11.1750	Tb927_11_v5.1	529782	530765	-	984	1225
Tb927.11.1760	Tb927_11_v5.1	532067	533419	-	1353	1100
Tb927.11.1770	Tb927_11_v5.1	534232	534912	-	681	1866
Tb927.11.1780	Tb927_11_v5.1	536052	537056	-	1005	657
Tb927.11.1790	Tb927_11_v5.1	537351	537581	-	231	2074
Tb927.11.1800	Tb927_11_v5.1	538008	538250	-	243	1891
Tb927.11.1810	Tb927_11_v5.1	539408	540364	-	957	544
Tb927.11.1820	Tb927_11_v5.1	540935	542821	-	1887	1022
Tb927.11.1830	Tb927_11_v5.1	544388	546100	-	1713	588
Tb927.11.1840	Tb927_11_v5.1	548222	549421	-	1200	2385
Tb927.11.1850	Tb927_11_v5.1	550045	551532	-	1488	568
Tb927.11.1860	Tb927_11_v5.1	552959	553189	-	231	1659
Tb927.11.1870	Tb927_11_v5.1	553615	553830	-	216	1412
Tb927.11.1880	Tb927_11_v5.1	554256	554486	-	231	1870
Tb927.11.1890	Tb927_11_v5.1	554728	555708	-	981	4424
Tb927.11.1900	Tb927_11_v5.1	556305	557894	-	1590	10829
Tb927.11.1910	Tb927_11_v5.1	558432	559400	-	969	1117
Tb927.11.1920	Tb927_11_v5.1	561540	562256	-	717	36
Tb927.11.1930	Tb927_11_v5.1	567363	569027	+	1665	1632
Tb927.11.1940	Tb927_11_v5.1	569285	570679	+	1395	757
Tb927.11.1950	Tb927_11_v5.1	570970	571638	+	669	722
Tb927.11.1960	Tb927_11_v5.1	571784	572962	+	1179	1600
Tb927.11.1970	Tb927_11_v5.1	573210	574034	+	825	1339
Tb927.11.1980	Tb927_11_v5.1	574332	575885	+	1554	8474
Tb927.11.1990	Tb927_11_v5.1	578450	580528	+	2079	5142
Tb927.11.2000	Tb927_11_v5.1	581170	582822	+	1653	1809
Tb927.11.2010	Tb927_11_v5.1	583076	584383	+	1308	2049
Tb927.11.2020	Tb927_11_v5.1	584826	585602	+	777	1472
Tb927.11.2030	Tb927_11_v5.1	586255	587961	+	1707	2906
Tb927.11.2040	Tb927_11_v5.1	588391	590646	+	2256	792
Tb927.11.2050	Tb927_11_v5.1	591438	592412	+	975	42450
Tb927.11.2060	Tb927_11_v5.1	592670	593644	+	975	44725
Tb927.11.2070	Tb927_11_v5.1	594007	594411	+	405	1052
Tb927.11.2080	Tb927_11_v5.1	594924	595913	+	990	1703
Tb927.11.2090	Tb927_11_v5.1	596383	597678	+	1296	2886
Tb927.11.2100	Tb927_11_v5.1	598832	600736	+	1905	3150
Tb927.11.2110	Tb927_11_v5.1	601276	601920	+	645	1448
Tb927.11.2120	Tb927_11_v5.1	602786	605152	+	2367	3090
Tb927.11.2130	Tb927_11_v5.1	605809	606813	+	1005	1987
Tb927.11.2140	Tb927_11_v5.1	607583	610924	+	3342	2813
Tb927.11.2150	Tb927_11_v5.1	612152	613639	+	1488	601
Tb927.11.2160	Tb927_11_v5.1	614626	615090	+	465	1341
Tb927.11.2170	Tb927_11_v5.1	615980	617248	+	1269	772
Tb927.11.2180	Tb927_11_v5.1	617673	619601	+	1929	2051
Tb927.11.2190	Tb927_11_v5.1	620154	620453	+	300	1228
Tb927.11.2200	Tb927_11_v5.1	621668	622066	+	399	1071
Tb927.11.2210	Tb927_11_v5.1	623053	627627	+	4575	1232
Tb927.11.2220	Tb927_11_v5.1	629333	630670	+	1338	926
Tb927.11.2230	Tb927_11_v5.1	630926	633139	+	2214	1707
Tb927.11.2235	Tb927_11_v5.1	634235	634405	+	171	1939
Tb927.11.2240	Tb927_11_v5.1	635939	636409	+	471	1046
Tb927.11.2245	Tb927_11_v5.1	637063	637251	+	189	4629
Tb927.11.2250	Tb927_11_v5.1	637932	638657	+	726	2749
Tb927.11.2260	Tb927_11_v5.1	640550	641251	+	702	1251
Tb927.11.2270	Tb927_11_v5.1	644653	647082	+	2430	2967
Tb927.11.2280	Tb927_11_v5.1	648084	650672	+	2589	3210
Tb927.11.2290	Tb927_11_v5.1	651516	655826	+	4311	1995
Tb927.11.2300	Tb927_11_v5.1	656382	657740	+	1359	3972
Tb927.11.2310	Tb927_11_v5.1;Tb927_11_v5.1	659724;659802	662867;662867	+;+	3144	340
Tb927.11.2320	Tb927_11_v5.1	663645	667298	+	3654	2957
Tb927.11.2330	Tb927_11_v5.1	667910	669427	+	1518	2331
Tb927.11.2340	Tb927_11_v5.1	669889	671475	+	1587	853
Tb927.11.2350	Tb927_11_v5.1	675655	676362	+	708	1017
Tb927.11.2360	Tb927_11_v5.1	676961	678835	+	1875	3249
Tb927.11.2370	Tb927_11_v5.1	680697	682424	+	1728	3467
Tb927.11.2380	Tb927_11_v5.1	684322	687063	+	2742	4023
Tb927.11.2390	Tb927_11_v5.1	687498	687983	+	486	1518
Tb927.11.2400	Tb927_11_v5.1	688369	689025	+	657	57
Tb927.11.2410	Tb927_11_v5.1	701086	701754	-	669	19935
Tb927.11.2420	Tb927_11_v5.1	702032	703972	-	1941	3755
Tb927.11.2430	Tb927_11_v5.1	704939	717862	-	12924	4503
Tb927.11.2440	Tb927_11_v5.1	719993	721615	-	1623	1116
Tb927.11.2460	Tb927_11_v5.1	722904	723833	-	930	74
Tb927.11.2465	Tb927_11_v5.1	724510	724791	-	282	613
Tb927.11.2470	Tb927_11_v5.1	725901	727598	-	1698	3332
Tb927.11.2480	Tb927_11_v5.1	728874	729437	-	564	464
Tb927.11.2490	Tb927_11_v5.1	730054	734772	-	4719	2050
Tb927.11.2500	Tb927_11_v5.1	736264	737775	-	1512	3117
Tb927.11.2510	Tb927_11_v5.1	738415	742293	-	3879	4909
Tb927.11.2520	Tb927_11_v5.1	742969	744606	-	1638	2963
Tb927.11.2530	Tb927_11_v5.1	745251	747494	-	2244	2378
Tb927.11.2540	Tb927_11_v5.1	748768	749661	-	894	1570
Tb927.11.2550	Tb927_11_v5.1	750008	751531	-	1524	1389
Tb927.11.2560	Tb927_11_v5.1	751886	753115	-	1230	998
Tb927.11.2570	Tb927_11_v5.1	754151	755872	-	1722	2474
Tb927.11.2580	Tb927_11_v5.1	756639	757796	-	1158	1873
Tb927.11.2590	Tb927_11_v5.1	758821	762066	-	3246	2461
Tb927.11.2600	Tb927_11_v5.1	762762	765542	-	2781	4807
Tb927.11.2610	Tb927_11_v5.1	766672	768057	-	1386	15996
Tb927.11.2620	Tb927_11_v5.1	769786	771651	-	1866	1896
Tb927.11.2630	Tb927_11_v5.1	772393	774366	-	1974	2169
Tb927.11.2640	Tb927_11_v5.1	774960	776420	-	1461	1458
Tb927.11.2650	Tb927_11_v5.1	777488	779749	-	2262	3362
Tb927.11.2660	Tb927_11_v5.1	780491	781990	-	1500	1986
Tb927.11.2670	Tb927_11_v5.1	783432	785069	-	1638	3043
Tb927.11.2680	Tb927_11_v5.1	785744	787840	-	2097	1510
Tb927.11.2690	Tb927_11_v5.1	791064	792545	-	1482	973
Tb927.11.2700	Tb927_11_v5.1	793762	795651	-	1890	797
Tb927.11.2710	Tb927_11_v5.1	797011	799068	-	2058	476
Tb927.11.2720	Tb927_11_v5.1	799567	800853	-	1287	1061
Tb927.11.2730	Tb927_11_v5.1	802407	803594	-	1188	907
Tb927.11.2740	Tb927_11_v5.1	804168	806684	-	2517	2717
Tb927.11.2750	Tb927_11_v5.1	807320	808741	-	1422	2988
Tb927.11.2760	Tb927_11_v5.1	809061	810131	-	1071	2103
Tb927.11.2770	Tb927_11_v5.1	810672	811484	-	813	1614
Tb927.11.2780	Tb927_11_v5.1;Tb927_11_v5.1	812154;812154	813281;814139	-;-	1986	1959
Tb927.11.2790	Tb927_11_v5.1	814859	816988	-	2130	2869
Tb927.11.2800	Tb927_11_v5.1	817523	818338	-	816	1054
Tb927.11.2810	Tb927_11_v5.1;Tb927_11_v5.1	819249;819249	819869;820049	-;-	801	1524
Tb927.11.2820	Tb927_11_v5.1	823967	826591	-	2625	80
Tb927.11.2825	Tb927_11_v5.1	828152	828469	-	318	341
Tb927.11.2830	Tb927_11_v5.1	829425	832535	-	3111	2401
Tb927.11.2840	Tb927_11_v5.1	833552	834136	-	585	1449
Tb927.11.2850	Tb927_11_v5.1	835193	835612	-	420	73
Tb927.11.2860	Tb927_11_v5.1	840110	842419	-	2310	69
Tb927.11.2870	Tb927_11_v5.1	842579	843061	-	483	268
Tb927.11.2880	Tb927_11_v5.1	844125	846713	-	2589	2073
Tb927.11.2890	Tb927_11_v5.1	848446	850377	-	1932	1610
Tb927.11.2900	Tb927_11_v5.1	850789	851373	-	585	1009
Tb927.11.2910	Tb927_11_v5.1	852459	853610	-	1152	1102
Tb927.11.2920	Tb927_11_v5.1	853997	854872	-	876	1146
Tb927.11.2930	Tb927_11_v5.1	856328	856693	-	366	4322
Tb927.11.2940	Tb927_11_v5.1	857051	858178	-	1128	1253
Tb927.11.2950	Tb927_11_v5.1	858822	861212	-	2391	3249
Tb927.11.2960	Tb927_11_v5.1	861615	861941	-	327	507
Tb927.11.2970	Tb927_11_v5.1	862443	864419	-	1977	1055
Tb927.11.2980	Tb927_11_v5.1	864915	865559	-	645	755
Tb927.11.2990	Tb927_11_v5.1	865857	867101	-	1245	1196
Tb927.11.3000	Tb927_11_v5.1	867662	867916	-	255	15897
Tb927.11.3010	Tb927_11_v5.1	868164	869879	-	1716	2036
Tb927.11.3020	Tb927_11_v5.1	870396	872396	-	2001	1737
Tb927.11.3030	Tb927_11_v5.1	874127	875197	-	1071	3009
Tb927.11.3040	Tb927_11_v5.1	876270	876500	-	231	310
Tb927.11.3050	Tb927_11_v5.1	877190	878260	-	1071	725
Tb927.11.3060	Tb927_11_v5.1	878850	879392	-	543	1027
Tb927.11.3070	Tb927_11_v5.1	879986	881716	-	1731	5310
Tb927.11.3080	Tb927_11_v5.1	882661	883275	-	615	2865
Tb927.11.3090	Tb927_11_v5.1	883709	884164	-	456	632
Tb927.11.3100	Tb927_11_v5.1	884955	886043	-	1089	3367
Tb927.11.3110	Tb927_11_v5.1	886460	887293	-	834	1002
Tb927.11.3120	Tb927_11_v5.1	888100	890067	-	1968	5302
Tb927.11.3130	Tb927_11_v5.1	891536	893461	-	1926	2116
Tb927.11.3140	Tb927_11_v5.1	895181	896548	-	1368	1511
Tb927.11.3150	Tb927_11_v5.1	896832	897962	-	1131	1996
Tb927.11.3160	Tb927_11_v5.1	898207	899379	-	1173	1587
Tb927.11.3170	Tb927_11_v5.1	900324	900941	-	618	569
Tb927.11.3180	Tb927_11_v5.1	901311	901889	-	579	469
Tb927.11.3190	Tb927_11_v5.1;Tb927_11_v5.1	902324;902324	907195;907276	-;-	4953	5125
Tb927.11.3200	Tb927_11_v5.1	908201	909106	-	906	1644
Tb927.11.3210	Tb927_11_v5.1	909899	910447	+	549	346
Tb927.11.3220	Tb927_11_v5.1	914998	916116	-	1119	438
Tb927.11.3230	Tb927_11_v5.1	924702	925022	+	321	29588
Tb927.11.3240	Tb927_11_v5.1	925327	926961	+	1635	10935
Tb927.11.3250	Tb927_11_v5.1	927364	941340	+	13977	6874
Tb927.11.3260	Tb927_11_v5.1	942792	947681	+	4890	2576
Tb927.11.3270	Tb927_11_v5.1	948411	950150	+	1740	1578
Tb927.11.3280	Tb927_11_v5.1	951904	954063	+	2160	3112
Tb927.11.3290	Tb927_11_v5.1	956251	960756	+	4506	2136
Tb927.11.3300	Tb927_11_v5.1	962243	965041	+	2799	1674
Tb927.11.3310	Tb927_11_v5.1	969346	969762	+	417	3622
Tb927.11.3320	Tb927_11_v5.1;Tb927_11_v5.1	972187;972343	973410;973410	+;+	1224	1307
Tb927.11.3330	Tb927_11_v5.1	973711	976881	+	3171	2192
Tb927.11.3340	Tb927_11_v5.1	977380	978132	+	753	1113
Tb927.11.3350	Tb927_11_v5.1	979783	983169	+	3387	335
Tb927.11.3360	Tb927_11_v5.1	986248	988977	+	2730	3845
Tb927.11.3370	Tb927_11_v5.1	989572	990135	+	564	455
Tb927.11.3380	Tb927_11_v5.1	991911	992384	+	474	3480
Tb927.11.3390	Tb927_11_v5.1	993342	1006724	+	13383	5456
Tb927.11.3400	Tb927_11_v5.1	1007185	1008123	+	939	740
Tb927.11.3410	Tb927_11_v5.1	1009452	1012622	+	3171	2683
Tb927.11.3420	Tb927_11_v5.1	1012954	1014606	+	1653	801
Tb927.11.3430	Tb927_11_v5.1	1015152	1015769	+	618	1380
Tb927.11.3440	Tb927_11_v5.1	1016595	1018187	+	1593	853
Tb927.11.3450	Tb927_11_v5.1	1021886	1023955	+	2070	2118
Tb927.11.3460	Tb927_11_v5.1	1024638	1025534	+	897	766
Tb927.11.3470	Tb927_11_v5.1	1026379	1028202	+	1824	938
Tb927.11.3480	Tb927_11_v5.1	1029126	1031261	+	2136	3022
Tb927.11.3490	Tb927_11_v5.1	1032022	1034418	+	2397	4336
Tb927.11.3500	Tb927_11_v5.1	1035340	1038393	+	3054	3368
Tb927.11.3510	Tb927_11_v5.1	1039134	1041686	+	2553	2779
Tb927.11.3520	Tb927_11_v5.1	1042687	1043412	+	726	520
Tb927.11.3530	Tb927_11_v5.1;Tb927_11_v5.1	1044267;1044402	1044944;1044944	+;+	678	1366
Tb927.11.3540	Tb927_11_v5.1	1045651	1046646	+	996	637
Tb927.11.3550	Tb927_11_v5.1	1046904	1047776	+	873	1146
Tb927.11.3560	Tb927_11_v5.1	1052149	1052808	+	660	6
Tb927.11.3570	Tb927_11_v5.1	1057399	1060014	+	2616	11315
Tb927.11.3580	Tb927_11_v5.1	1060586	1061893	+	1308	2754
Tb927.11.3590	Tb927_11_v5.1	1062324	1063145	+	822	44739
Tb927.11.3600	Tb927_11_v5.1	1063394	1064215	+	822	19845
Tb927.11.3610	Tb927_11_v5.1	1064508	1065815	+	1308	1370
Tb927.11.3620	Tb927_11_v5.1	1067477	1068784	+	1308	1425
Tb927.11.3630	Tb927_11_v5.1	1070445	1071767	+	1323	116
Tb927.11.3640	Tb927_11_v5.1	1072715	1073272	+	558	1642
Tb927.11.3650	Tb927_11_v5.1	1075346	1077154	+	1809	1446
Tb927.11.3660	Tb927_11_v5.1	1080719	1081069	+	351	493
Tb927.11.3670	Tb927_11_v5.1	1082229	1083602	+	1374	1435
Tb927.11.3680	Tb927_11_v5.1	1084194	1084664	+	471	1085
Tb927.11.3690	Tb927_11_v5.1	1085306	1086433	+	1128	1006
Tb927.11.3700	Tb927_11_v5.1;Tb927_11_v5.1	1087070;1087070	1088719;1088719	+;+	1650	2906
Tb927.11.3705	Tb927_11_v5.1	1089609	1089824	+	216	2098
Tb927.11.3710	Tb927_11_v5.1	1090522	1092069	+	1548	2417
Tb927.11.3720	Tb927_11_v5.1	1093476	1094858	+	1383	81
Tb927.11.3730	Tb927_11_v5.1	1098860	1102084	+	3225	5166
Tb927.11.3740	Tb927_11_v5.1	1103069	1104382	+	1314	2632
Tb927.11.3750	Tb927_11_v5.1	1105157	1106077	+	921	1065
Tb927.11.3760	Tb927_11_v5.1	1107164	1107886	+	723	184
Tb927.11.3770	Tb927_11_v5.1	1110371	1111159	+	789	2036
Tb927.11.3780	Tb927_11_v5.1	1112480	1116943	+	4464	2715
Tb927.11.3790	Tb927_11_v5.1	1117286	1118164	+	879	1997
Tb927.11.3810	Tb927_11_v5.1	1118619	1119323	+	705	359
Tb927.11.3820	Tb927_11_v5.1	1120064	1120792	+	729	387
Tb927.11.3830	Tb927_11_v5.1	1121379	1122443	+	1065	2131
Tb927.11.3840	Tb927_11_v5.1	1123381	1124769	+	1389	2506
Tb927.11.3850	Tb927_11_v5.1	1125684	1130360	+	4677	2726
Tb927.11.3860	Tb927_11_v5.1	1132000	1133355	+	1356	1400
Tb927.11.3870	Tb927_11_v5.1	1134998	1136701	+	1704	1795
Tb927.11.3880	Tb927_11_v5.1	1137767	1139068	+	1302	2087
Tb927.11.3890	Tb927_11_v5.1	1139657	1141831	+	2175	1850
Tb927.11.3900	Tb927_11_v5.1	1142170	1142997	+	828	1936
Tb927.11.3910	Tb927_11_v5.1	1143563	1146889	+	3327	2863
Tb927.11.3920	Tb927_11_v5.1	1148541	1150595	+	2055	1392
Tb927.11.3930	Tb927_11_v5.1	1152616	1153803	+	1188	1618
Tb927.11.3940	Tb927_11_v5.1	1154299	1155264	+	966	1029
Tb927.11.3950	Tb927_11_v5.1	1155813	1156730	+	918	1005
Tb927.11.3960	Tb927_11_v5.1	1157097	1159286	+	2190	1672
Tb927.11.3970	Tb927_11_v5.1	1159933	1162122	+	2190	3049
Tb927.11.3980	Tb927_11_v5.1	1164678	1166234	+	1557	2607
Tb927.11.3990	Tb927_11_v5.1	1167200	1168141	+	942	1190
Tb927.11.4000	Tb927_11_v5.1	1169008	1170753	+	1746	2026
Tb927.11.4010	Tb927_11_v5.1	1172631	1176065	+	3435	2039
Tb927.11.4020	Tb927_11_v5.1	1176843	1177334	+	492	1156
Tb927.11.4030	Tb927_11_v5.1	1178385	1183406	+	5022	3263
Tb927.11.4040	Tb927_11_v5.1	1185690	1186520	+	831	1137
Tb927.11.4050	Tb927_11_v5.1	1187813	1189459	+	1647	982
Tb927.11.4060	Tb927_11_v5.1	1193685	1194722	+	1038	3
Tb927.11.4070	Tb927_11_v5.1	1195556	1196230	+	675	8
Tb927.11.4080	Tb927_11_v5.1	1197248	1198333	+	1086	6
Tb927.11.4090	Tb927_11_v5.1	1199461	1200135	+	675	0
Tb927.11.4100	Tb927_11_v5.1	1201153	1202223	+	1071	18
Tb927.11.4120	Tb927_11_v5.1	1204482	1205714	+	1233	55
Tb927.11.4130	Tb927_11_v5.1	1207492	1209354	-	1863	3619
Tb927.11.4140	Tb927_11_v5.1	1209698	1210339	-	642	820
Tb927.11.4150	Tb927_11_v5.1	1210738	1212663	-	1926	1708
Tb927.11.4160	Tb927_11_v5.1	1213316	1217023	-	3708	3582
Tb927.11.4170	Tb927_11_v5.1	1217814	1219343	-	1530	485
Tb927.11.4180	Tb927_11_v5.1	1222550	1224073	-	1524	1023
Tb927.11.4190	Tb927_11_v5.1	1225275	1226891	-	1617	2502
Tb927.11.4200	Tb927_11_v5.1	1227821	1229458	-	1638	2116
Tb927.11.4210	Tb927_11_v5.1	1232059	1233951	-	1893	706
Tb927.11.4220	Tb927_11_v5.1	1235357	1236706	-	1350	765
Tb927.11.4230	Tb927_11_v5.1	1237008	1240613	-	3606	3345
Tb927.11.4240	Tb927_11_v5.1	1241183	1241854	-	672	525
Tb927.11.4250	Tb927_11_v5.1	1242452	1243174	-	723	445
Tb927.11.4260	Tb927_11_v5.1	1243683	1244432	-	750	385
Tb927.11.4270	Tb927_11_v5.1	1244688	1245521	-	834	756
Tb927.11.4280	Tb927_11_v5.1	1247172	1251470	-	4299	2882
Tb927.11.4290	Tb927_11_v5.1	1253083	1253517	-	435	4508
Tb927.11.4300	Tb927_11_v5.1	1253938	1254519	-	582	31989
Tb927.11.4310	Tb927_11_v5.1	1254605	1254952	-	348	486
Tb927.11.4320	Tb927_11_v5.1	1255294	1256721	-	1428	2107
Tb927.11.4330	Tb927_11_v5.1	1257351	1257920	-	570	800
Tb927.11.4340	Tb927_11_v5.1	1258655	1261327	-	2673	1360
Tb927.11.4350	Tb927_11_v5.1	1262056	1263756	-	1701	2530
Tb927.11.4360	Tb927_11_v5.1	1264913	1265686	-	774	2418
